p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
1.03606775248785e-70	0.529223731514033	0.654	0.515	1.81083921779827e-66	0	Zbtb7a
1.06026814785704e-70	0.54273198213393	0.548	0.397	1.85313666882453e-66	0	Tspan3
3.50777161022361e-70	0.736487472872258	0.362	0.226	6.13088322034883e-66	0	Mpnd
4.83633407415435e-70	0.415734838077347	0.732	0.584	8.45294469480697e-66	0	Tomm20
1.05468041158719e-69	0.317785180412286	0.877	0.782	1.84337042337209e-65	0	Csrp1
1.12847740338565e-69	0.68845508744172	0.408	0.267	1.97235280563744e-65	0	Malsu1
1.49158504766062e-69	0.569448637843089	0.505	0.354	2.60699234630124e-65	0	B230219D22Rik
2.19589054778568e-69	0.663834151898854	0.442	0.298	3.8379774994198e-65	0	Gltp
2.53235935624953e-69	0.427762429537431	0.895	0.822	4.42605768285293e-65	0	Txnip
4.20516590001013e-69	0.561499833661249	0.506	0.356	7.3497889600377e-65	0	Rsbn1l
8.43594624145345e-69	0.607458432775017	0.582	0.446	1.47443468408123e-64	0	Vegfa
9.74333197730959e-69	0.838538538730349	0.313	0.186	1.70293956299417e-64	0	Vldlr
9.83633580001153e-69	1.39448628227804	0.13	0.052	1.71919477112602e-64	0	Lama3
1.07144144643255e-68	0.940380696506803	0.33	0.202	1.87266536007481e-64	0	Lgals3
4.80113822644607e-68	0.560030187191578	0.558	0.407	8.39142939218243e-64	0	Gja1
5.21146129375392e-68	0.40143607370722	0.812	0.702	9.1085920492231e-64	0	Sqstm1
1.45733265956859e-67	0.488678481363586	0.584	0.428	2.54712602239399e-63	0	Pkm
6.67754255924495e-67	0.618520588892867	0.474	0.332	1.16710088850483e-62	0	Vat1
7.89325783631259e-67	0.309522633803269	0.906	0.835	1.37958360463071e-62	0	Ppp1r15a
1.30913321647355e-66	0.711821041937812	0.458	0.322	2.28810303575248e-62	0	Lmo7
1.63988456750975e-66	0.621401766285986	0.468	0.326	2.86619024709354e-62	0	Ppa2
5.81533301696484e-66	0.575421070611627	0.482	0.333	1.01640390470512e-61	0	Urah
1.2224143769104e-65	0.753859214787979	0.324	0.197	2.13653584796399e-61	0	Acbd3
1.32698589290481e-65	1.02107270510528	0.199	0.1	2.31930594361903e-61	0	Tchh
1.77811037520943e-65	1.40180970096422	0.158	0.072	3.10778131379105e-61	0	Arc
2.07060679348898e-65	0.773845368604561	0.324	0.199	3.61900655366005e-61	0	Glis2
2.13275617701593e-65	0.769727904935207	0.265	0.147	3.72763124618845e-61	0	Dclk1
2.18664799734624e-65	1.06485813918624	0.186	0.091	3.82182336976177e-61	0	Mri1
3.56961814213382e-65	0.748020648404081	0.342	0.213	6.2389785888215e-61	0	Chd3
3.61620112890124e-65	0.689529290091453	0.353	0.221	6.32039633309359e-61	0	Pitpna
5.42946299523409e-65	0.533000738868675	0.524	0.381	9.48961542307015e-61	0	Tmpo
1.17830522175865e-64	0.724939091905338	0.367	0.237	2.05944186658978e-60	0	Dusp8
