p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
5.80713893052093e-34	0.537778431776083	0.387	0.271	1.01497174227645e-29	B_big_v2	Sipa1l1
6.82718695751164e-34	0.558455911858791	0.422	0.307	1.19325573643388e-29	B_big_v2	Gnl3
9.32579654161955e-34	0.650837680396898	0.318	0.212	1.62996271954426e-29	B_big_v2	Dzip1l
1.29651416504886e-33	0.501978579208565	0.444	0.323	2.2660474576724e-29	B_big_v2	Wdr26
1.34201804360208e-33	0.571414155526132	0.387	0.276	2.34557913660771e-29	B_big_v2	Bcl9l
1.44760673709562e-33	0.63071257580159	0.337	0.231	2.53012705509572e-29	B_big_v2	Irf9
1.5792867482175e-33	0.682882564737029	0.285	0.185	2.76027737853454e-29	B_big_v2	Tmem245
1.59583768251716e-33	0.633794781581155	0.338	0.232	2.78920510150349e-29	B_big_v2	Cdc42ep4
1.62198062995578e-33	0.325950827241058	0.777	0.672	2.83489774503671e-29	B_big_v2	Ktn1
1.84784845287757e-33	0.384162307830037	0.635	0.511	3.22966952593942e-29	B_big_v2	Zmiz1
2.28908050728267e-33	0.611644407156505	0.322	0.216	4.00085491062865e-29	B_big_v2	Kctd10
2.8410113604387e-33	0.388636549306574	0.583	0.454	4.96551965577476e-29	B_big_v2	Proser2
2.91453250940552e-33	0.579255549592667	0.348	0.239	5.09401991993897e-29	B_big_v2	Prkcz
3.0810978372773e-33	0.457139512065998	0.483	0.362	5.38514279999327e-29	B_big_v2	Diaph1
3.18525516659143e-33	0.334738044590847	0.732	0.612	5.5671889801685e-29	B_big_v2	Ywhah
3.18904491846249e-33	0.361168748799804	0.669	0.545	5.57381270848874e-29	B_big_v2	Nktr
3.20684955946274e-33	0.641903649988245	0.312	0.208	5.60493166002898e-29	B_big_v2	Sh3rf1
3.34104678413051e-33	0.618747126417871	0.318	0.213	5.83948156930331e-29	B_big_v2	Peli1
3.42469071285887e-33	0.551850107393715	0.354	0.242	5.98567442793473e-29	B_big_v2	Mplkip
4.34489913876781e-33	0.537261322088635	0.452	0.34	7.59401471473838e-29	B_big_v2	Ddx3y
4.50538737829518e-33	0.251992272752024	0.903	0.827	7.87451605978431e-29	B_big_v2	Dynll1
4.67946037405677e-33	0.402718113211451	0.593	0.471	8.17876084177642e-29	B_big_v2	Gtf2i
5.27504366205318e-33	0.430871777619455	0.535	0.413	9.21972131253654e-29	B_big_v2	Hipk2
7.29540339409511e-33	0.304543464679611	0.935	0.901	1.27509060521994e-28	B_big_v2	Calr
8.03931514539836e-33	0.406551468989049	0.611	0.491	1.40511150111273e-28	B_big_v2	Kcnn4
8.33932931327777e-33	0.557587187698418	0.384	0.274	1.45754797737469e-28	B_big_v2	Dapk1
9.36750117559818e-33	0.697885096531501	0.333	0.231	1.63725185547105e-28	B_big_v2	Itga6
1.07710265079988e-32	0.336750792082708	0.709	0.586	1.88256001306803e-28	B_big_v2	Ash1l
